USDOT,Company Name,Operating status,DBA,Entity type,Operations,Classification,Docket #,DUNS #,SCAC,MCS-150 form date,MCS-150 Mileage/Year,Business address,Phone,Fax,Email,Web,Mailing address,Representative,Power units,Autonomous units,Electric units,Drivers,SmartWay,CARB TRU
112259,"SANFORD TRANSFER, INC.",NONE,,,,,MC32588,,,,,BOX 78 GRAYVILLE IL 62844,,,,,,,,,,,Not a,Not 100% compliant
112688,"R H TRUCKING, INC.",NONE,,,,,MC148928,,,,,"ROUTE 2, BOX 157 NICHOLS SC 29581",,,,,,,,,,,Not a,Not 100% compliant
112846,CRAIG HARDWARE & CONST CO INC,ACTIVE,CRAIG'S DO IT CENTER,Carrier,Interstate,Exempt For Hire Private Property,,156386443,,04/15/2020,"2,676 (2019)","1691 HIGHWAY 227 CARROLLTON, KY 41008-0388",(502) 732-4491,(502) 732-6919,ang07car@gmail.com,,"P O BOX 388 CARROLLTON, KY 41008-0388",CLARENCE I CRAIG ANGIE MILLER,3,,,3,Not a,Not 100% compliant
113225,BARNETTE CONTRACTORS L L C,ACTIVE,,Carrier,Interstate,Private Property,,41150343,,02/26/2020,"28,100 (2017)","5500 WISE NORTOND RD WISE, VA 24293",(276) 679-2628,(276) 679-7502,joyce30m@yahoo.com,,"PO BOX 1190 WISE, VA 24293","GEORGE W BARNETTE JR, IRRV. MARITAL TRUST SHIRLEY E. BARNETTE",5,,,2,Not a,Not 100% compliant
113558,"JAMES M. NAYE, INCORPORATED",NONE,,,,,MC10413 MC38898,,,,,DELAWARE AVENUE AND TASKER STREET PHILADELPHIA PA 19148,(215) 336-4600,,,,,,,,,,Not a,Not 100% compliant
113577,"PENN-DISPATCH, INC.",NONE,,,,,MC119927,,,,,365 WHITEHALL ST. ALLENTOWN PA 18102,,,,,,,,,,,Not a,Not 100% compliant
113601,REBER CORPORATION,AUTHORIZED FOR PROPERTY,REBER TRANS,Carrier,Interstate,Authorized For Hire,MC136077,795721190,,01/31/2020,"380,000 (2019)","3 STEEL ROAD EAST MORRISVILLE, PA 19067",(215) 736-9660,(215) 736-3342,rreber@rebertrans.com,,"3 STEEL ROAD EAST MORRISVILLE, PA 19067",RANDALL S. REBER JEAN L REBER,8,,,7,Not a,Not 100% compliant
113654,"STILLWELL OF MEDIA, PA., INC.",NONE,,,,,MC116708,,,,,PAINTER & HILLTOP MEDIA PA 19063,(215) 566-5252,,,,,,,,,,Not a,Not 100% compliant
113657,"STORY'S EXPRESS COMPANY, INC.",NONE,,,,,MC16346,,,,,4095 BLANCH ROAD BENSALEM PA 19020,,,,,,,,,,,Not a,Not 100% compliant
113663,"TACONY FREIGHT SYSTEMS, INC.",NONE,,,,,MC78092,,,,,2301 E. CHURCH STREET PHILADELPHIA PA 19124,(215) 535-2000,,,,,,,,,,Not a,Not 100% compliant
113697,"WM. PENN HIGHWAY EXPRESS, INC.",NONE,,,,,MC76191,,,,,HOWARD & VINE STS STOWE PA 19464,(215) 326-4500,,,,,,,,,,Not a,Not 100% compliant
114248,OAKFIELD STONE TRUCKING LLC,ACTIVE,,Carrier,Intrastate Non-Hazmat,Private Property,,51618353,,08/22/2018,"2,700 (2018)","W 5751 CTY RD B FOND DU LAC, WI 54937",(920) 922-8744,(920) 922-9125,sales@oakfieldstone.com,,"P O BOX 1656 FOND DU LAC, WI 54936",SHIRLEY RADEMANN,4,,,1,Not a,Not 100% compliant
114378,JOHNSTON TRUCKING INC,ACTIVE,,Carrier,Interstate,Exempt For Hire U.S. Mail,,52032406,,06/03/2019,"1,062,200 (2016)","1708 E CAVANAUGH RD LANSING, MI 48910",(517) 882-5274,(517) 882-5278,johnstontrucking@comcast.net,,"P O BOX 26275 LANSING, MI 48909",DOUGLAS JOHNSTON JASON BATES,14,,,22,Not a,Not 100% compliant
115157,DELTA STEEL INC,AUTHORIZED FOR PROPERTY,,Carrier,Interstate,Authorized For Hire Private Property,MC212067,8426413,,07/22/2019,"1,721,424 (2018)","7355 ROUNDHOUSE LANE HOUSTON, TX 77078",(713) 635-1200,(713) 635-2060,jfestervand@deltasteel.com,,"PO BOX 2289 HOUSTON, TX 77252-2289",MARK HAIGHT HERBERT DUBROW,29,,,26,Not a,Not 100% compliant
115433,IMPERIAL WOODWORKS INC,AUTHORIZED FOR PROPERTY,,Carrier Shipper,Interstate,Authorized For Hire Private Property,MC633687,7336530,,04/20/2020,"100,000 (2019)","7201 MARS DRIVE WACO, TX 76712",(254) 537-9323,(254) 741-0736,kimberly@pews.com,www.pews.com,"P O BOX 7835 WACO, TX 76714-7835",STEPHEN M SMITH KIMBERLY LANINGHAM,1,,,1,Not a,Not 100% compliant
115479,BEN E KEITH COMPANY,AUTHORIZED FOR PROPERTY,BEN E KEITH FOODS BEN E KEITH BEVERAGES,Carrier,Interstate,Authorized For Hire Private Property,MC1099851,59631812,,09/26/2019,"51,806,000 (2018)","601 EAST 7TH STREET FORT WORTH, TX 76102",(817) 877-5700,(817) 336-2149,jdwigington@benekeith.com,,"601 EAST 7TH STREET FORT WORTH, TX 76102",DARYL WIGINGTON GORDON CROW,1167,,,"1,575",Not a,Not 100% compliant
115688,"HOLLAND USA, INC",NONE,,,,,MC190356,,,,,1950 INDUSTRIAL BLVD MUSKEGON MI 49442,(616) 396-6501,(616) 396-1511,,,PO BOX 425 MUSKEGON MI 49443,,,,,,Not a,Not 100% compliant
115868,KENNETH SMITH INC,AUTHORIZED FOR PROPERTY,,Carrier,Interstate,Authorized For Hire Private Property,MC290662,78898269,,02/26/2020,"2,592,800 (2019)","2596 DETROIT ROAD NILES, MI 49120",(269) 684-5960,,ksijdg@gmail.com,,"2596 DETROIT ROAD NILES, MI 49120",KENNETH SMITH,40,,,59,Not a,Not 100% compliant
116215,QUIST MOVING & STORAGE LLC,AUTHORIZED FOR PROPERTY,,Carrier,Interstate,Authorized For Hire,MC664609,,,12/18/2018,"60,000 (2018)","1307 EAST MAIN STREET MARSHALL, MN 56258",(507) 532-5839,(507) 532-5839,quistmoving@qwestoffice.net,,"108 WEST JAMES AVENUE MARSHALL, MN 56258",GARY A QUIST TODD S QUIST,2,,,3,Not a,Not 100% compliant
116766,CURTIS LUND & SHARRON LUND,AUTHORIZED FOR PROPERTY,C & S LUND TRUCKING,Carrier,Interstate,Authorized For Hire,MC264020,,,01/15/2020,"366,329 (2019)","325 SOUTH DEKALB ST REDWOOD FALLS, MN 56283-1914",(507) 627-5324,,cslundtrucking325@msn.com,,"325 SOUTH DEKALB ST REDWOOD FALLS, MN 56283-1914",SHARRON LUND CURTIS LUND,6,,,7,Not a,Not 100% compliant
117128,ENDERBY GAS INC,AUTHORIZED FOR PROPERTY,BISHOP ENERGY,Carrier Shipper,Interstate,Authorized For Hire,MC276318,41085770,,07/23/2020,"1,979,425 (2018)","1405 W HIGHWAY 82 GAINESVILLE, TX 76240",(940) 665-3457,(940) 665-8484,betty@enderbygas.com,www.enderbygas.com,"PO BOX 717 GAINESVILLE, TX 76241",MAX EUBANKS BETTY L JARRELL,71,,,64,Not a,Not 100% compliant
117341,TRIANGLE TRUCKING INC,NONE,,,,,MC107972,,,,,268 - 272 WABASH AVENUE PATERSON NJ 07503,,,,,,,,,,,Not a,Not 100% compliant
117394,MESSER LLC,ACTIVE,,Carrier Shipper Cargo Tank,Interstate,Private Property,,1368141,,03/17/2020,"56,460,000 (2018)","200 SOMERSET CORPORATE BLVD SUITE 7000 BRIDGEWATER, NJ 08807",,(908) 771-1197,guy.dalton@messer-us.com,,"11800 EXIT FIVE PKWY STE 120 FISHERS, IN 46037",JENS LUEHRING GREG SCHUETZ,828,,,785,Not a,Not 100% compliant
117503,"A. N. R. TRUCKING CO., INC.",NONE,,,,,MC129403,,,,,237 RUSSELL ST BROOKLYN NY 11222,(718) 389-7700,,,,,,,,,,Not a,Not 100% compliant
118103,"CHECKER VAN & STORAGE OF SCRAMENTO, INC.",NONE,,,,,MC126762,,,,,103 COMMERCE CIRCLE NORTH SACRAMENTO CA 95815,,,,,,,,,,,Not a,Not 100% compliant
118398,"CITY DELIVERY, INC.",NONE,,,,,MC120937,,,,,1315 EAST GIBSON PHOENIX AZ 85034,,,,,,,,,,,Not a,Not 100% compliant
118404,C G W TRUCKING CO INC,NONE,,,,,MC117584,,,,,P. O. BOX T CASA GRANDE AZ 85222,,,,,,,,,,,Not a,Not 100% compliant
118641,BUTCHKO BROTHERS INC,ACTIVE,,Carrier,Intrastate Non-Hazmat,Private Property,,049668114,,05/01/2009,"1,000 (2003)","1094 DUNBAR ROAD DUNBAR, PA 15431",(724) 628-3388,(724) 628-0863,butchka@zoominternet.net,,"P O BOX 675 CONNELLSVILLE, PA 15425-0675",DIANA R OMATICK LARRY S. OMATICK JR.,2,,,1,Not a,Not 100% compliant
119360,BULLET CONCRETE MATERIALS INC,AUTHORIZED FOR PROPERTY,,Carrier,Interstate,Authorized For Hire Private Property,MC278218,62118674,,08/07/2018,"10,000 (2013)","9393 BROADWAY ROAD CONROE, TX 77385",(281) 367-9747,(281) 292-6084,dentonbullet@yahoo.com,,"9393 BROADWAY ROAD CONROE, TX 77385",HAROLD DENTON JR,1,,,2,Not a,Not 100% compliant
119362,BUCKNER TRUCKING INC,NONE,,,,,MC99776,,,,,1001 SANDERSON DRIVE HOPKINSVILLE KY 42240,,,,,,,,,,,Not a,Not 100% compliant
120316,KULA GRAIN COMPANY INC,ACTIVE,,Carrier,Interstate,Exempt For Hire Private Property,,32065823,,12/09/2019,"800,000 (2017)","20655 EAST HIGHWAY 34 FORT MORGAN, CO 80701",(970) 867-8241,(970) 867-4816,kulagrain@aol.com,,"POST OFFICE BOX 668 FORT MORGAN, CO 80701",ASA CARPENTER,9,,,9,Not a,Not 100% compliant
120443,"B. F. WALKER, INC.",NONE,,,,,MC74321,,,,,2530 SO. PARKER ROAD AURORA CO 80014,,,,,PO BOX 17B DENVER CO 80217,,,,,,Not a,Not 100% compliant
120481,T. W. EASTON CORP.,NONE,,,,,MC45940,,,,,8915 CRANE AVENUE CLEVELAND OH 44105,(216) 641-2340,,,,,,,,,,Not a,Not 100% compliant
120516,REESE TRUCKING INC,AUTHORIZED FOR PROPERTY,,Carrier Broker,Interstate,Authorized For Hire,MC135111,85241669,,06/10/2020,"1,088,860 (2014)","3148 REESE RD NW DOVER, OH 44622",(330) 343-3341,(330) 343-9656,linda@reesetrucking.com,,"P O BOX 99 DOVER, OH 44622",EUGENE REESE EUGENE REESE JR,10,,,6,Not a,Not 100% compliant
120570,"HOWELL TRANSPORTATION, INC.",NONE,,,,,MC124605,,,,,"113 1/2 N. KIRK ST., P. O. BOX 25 WEST LAFAYETTE OH 43845",,,,,,,,,,,Not a,Not 100% compliant
120574,"HOCKING CARTAGE, INC.",NONE,,,,,MC48948 MC149488,,,,,28424 CHIEFTAIN DR. LOGAN OH 43138,,,,,,,,,,,Not a,Not 100% compliant
120611,"CHAPIN & CHAPIN, INC.",NONE,,,,,MC111135,,,,,P. O. BOX 568 NORWALK OH 44857,,,,,,,,,,,Not a,Not 100% compliant
120663,"TRANSTATE TRUCKING, INC.",NONE,,,,,MC119600,,,,,1300 SOUTH ERIE STREET MASSILLON OH 44646,(216) 837-8920,,,,,,,,,,Not a,Not 100% compliant
120942,"KREBS MOVING & STORAGE, INC.",NONE,,,,,MC21567,,,,,P.O. BOX 1461 CLEARFIELD PA 16830,(814) 765-6595,,,,,,,,,,Not a,Not 100% compliant
120998,"L. R. CAPSHAW, INC.",NONE,,,,,MC139680,,,,,4920 SOUTHERN BOULEVARD VIRGINIA BEACH VA 23462,,,,,,,,,,,Not a,Not 100% compliant
121023,GLOVER TRUCKING CORP.,NONE,,,,,MC134564,,,,,P. O. BOX 7206 SUFFOLK VA 23437,,,,,,,,,,,Not a,Not 100% compliant
121059,OWINGS MOVING AND STORAGE CORP.,NONE,,,,,MC120724,,,,,P. O. BOX 359 WILLIAMSBURG VA 23185,,,,,,,,,,,Not a,Not 100% compliant
121112,ANDERSON BROTHERS LUMBER CO INC,ACTIVE,,Carrier,Interstate,Private Property,,41282930,,12/18/2018,"100,290 (2017)","8700 OTTERBURN RD AMELIA, VA 23002",(804) 561-2153,(804) 561-4153,andersonlumber@tds.net,,"P O BOX 109 AMELIA COURT HOUSE, VA 23002-0109",CHARLES A ANDERSON SR CHARLES A ANDERSON SR,3,,,2,Not a,Not 100% compliant
122139,"CAROLINA PRIDE FOODS, INC.",NONE,,,,,MC192250,,,,,1 PACKER AVENUE GREENWOOD SC 29646,(864) 229-5611,(864) 229-5386,,,P O BOX 188 GREENWOOD SC 29648,,,,,,Not a,Not 100% compliant
122292,SHORT ENTERPRISES LLC,ACTIVE,ARTHUR'S SALES & SERVICE,Carrier,Intrastate Non-Hazmat,Private Property,,,,09/01/2011,"20,000 (2010)","693 RAILROAD KINGMAN, AZ 86401",(928) 753-2048,(928) 753-2067,shortent@citlink.net,,"PO BOX 1190 KINGMAN, AZ 86402",JAMES W SHORT,4,,,3,Not a,Not 100% compliant
122375,HOGG AND ZUSPAN MATERIALS COMPANY INC,ACTIVE,,Carrier,Interstate,Private Property,,,,07/09/2019,"24,000 (2016)","353 FRONT STREET MASON, WV 25260",(304) 773-5554,(304) 773-6092,bjm@suddenlinkmail.com,,"PO BOX 249 MASON, WV 25260",WILLIAM G ZUSPAN LINDA ZUSPAN,4,,,5,Not a,Not 100% compliant
122447,"PRIORITY FREIGHT SYSTEMS, INC.",NONE,,,,,MC136277,,,,,1256 INDUSTRIAL PARKWAY BRUNSWICK OH 44212,(216) 225-9188,,,,,,,,,,Not a,Not 100% compliant
122590,RAJAC INC,NONE,,,,,MC98807,,,,,P O BOX 25 BELLE CHASSE LA 70037,,,,,,,,,,,Not a,Not 100% compliant
122602,CHARLES GILLIAN,NONE,LEE JAC TRANSPORTATION SPECIALISTS,,,,MC77315,,,,,1937 GRANT ROAD BALTIMORE MD 21227-4114,(410) 242-0170,(410) 242-0790,,,,,,,,,Not a,Not 100% compliant
122611,INTERIOR TRANSPORT LTD.,NONE,,,,,MC148457,,,,,"R.R. 2 GROUP 200 -R3C-2E6 WINNIPEG, MANITOBA R3C 2E6 MB 00000",(204) 633-0534,,,,,,,,,,Not a,Not 100% compliant
122651,ANNAPOLIS BUS COMPANY INC,ACTIVE,,Carrier,Intrastate Non-Hazmat,Private Passengers (Business),,87289971,,07/22/2019,"1,918,600 (2018)","2404 NICHOLS ROAD ANNAPOLIS, MD 21401",(410) 266-0602,,mbroerman@ridesta.com,,"2404 NICHOLS ROAD ANNAPOLIS, MD 21401",PAUL FICHNER MAGGIE L BROERMAN,91,,,107,Not a,Not 100% compliant
122804,DEBERNARDI CONSTRUCTION COMPANY INC,ACTIVE,,Carrier Shipper,Interstate,Private Property,,,,04/10/2020,500 (2020),"514 G STREET ROCK SPRINGS, WY 82901",(307) 382-8034,(307) 382-8070,mainoffice@dccwyo.com,,"514 G STREET ROCK SPRINGS, WY 82901",JOE S DEBERNARDI ROBERT A DEBARNARDI,6,,,4,Not a,Not 100% compliant
123105,ACU POWDER OF TN LLC,ACTIVE,,Carrier,Intrastate Non-Hazmat,Private Property,,102057841,,09/27/2012,"10,000 (2008)","6621 HIGHWAY 411 S GREENBACK, TN 37742-2158",(865) 856-3021,(865) 856-3083,,,"6621 HIGHWAY 411 S GREENBACK, TN 37742-2158",EDUL DAVER,1,,,1,Not a,Not 100% compliant
123741,BINGHAM LIVESTOCK TRANSPORTATION INC,AUTHORIZED FOR PROPERTY,BINGHAM LIVESTOCK,Carrier,Interstate,Authorized For Hire Exempt For Hire,MC329016,625923925,,01/06/2020,"466,819 (2019)","22 NORTH 400 WEST TREMONTON, UT 84337",(435) 257-3416,(435) 257-1906,lbingham@citlink.net,,"PO BOX 96 TREMONTON, UT 84337",LORIN BINGHAM SHERRY BINGHAM,8,,,8,Not a,Not 100% compliant
123901,HOBDY DYE & READ INC,AUTHORIZED FOR PROPERTY,,Carrier Shipper,Interstate,Authorized For Hire,MC90008,,,03/10/2020,"77,299 (2019)","261 BURNLEY RD SCOTTSVILLE, KY 42164",(270) 622-5105,(270) 622-6728,,,"261 BURNLEY ROAD SCOTTSVILLE, KY 42164",STEVE J HEATH,4,,,4,Not a,Not 100% compliant
124187,ECLIPSE MOTOR LINES INC,NONE,,,,,MC47336,,,,,605 SOUTH FIRST STREET MARTINS FERRY OH 43935,(614) 635-2612,,,,,,,,,,Not a,Not 100% compliant
124408,LAWRENCE TRANSPORTATION COMPANY,AUTHORIZED FOR PROPERTY,,Carrier,Interstate,Authorized For Hire,MC129361 MC129591,187304951,,08/07/2018,"17,122,986 (2017)","1515 INDUSTRIAL DR NW ROCHESTER, MN 55901",(800) 328-7224,(507) 287-1235,ltingesdal@lawrencetrans.com,,"PO BOX 7119 ROCHESTER, MN 55903",BRIAN BURKE LORI ANDERSON,159,,,161,,Not 100% compliant
124701,WESTERN CO-OP TRANSPORT ASS'N.,NONE,,,,,MC340560,,,,,4501 72ND ST SW MONTEVIDEO MN 56265-0327,(651) 355-5180,(320) 269-5532,,,,,,,,,Not a,Not 100% compliant
124730,"GIBSON TRUCKING, INC.",NONE,,,,,MC235654,,,,,2020 10TH AVE NE MONTEVIDEO MN 56265,,,,,PO BOX 276 MONTEVIDEO MN 56265,,,,,,Not a,Not 100% compliant
125035,"BELARDI & SCHNEIDER, INC.",NONE,,,,,MC127119,,,,,5295 GLACIER HIGHWAY JUNEAU AK 99801,,,,,,,,,,,Not a,Not 100% compliant
125065,ILIAMNA TRANSPORTATION COMPANY LLC,ACTIVE,,Carrier,Intrastate Non-Hazmat,Authorized For Hire,,,,05/04/2020,"9,000 (2019)","39783 STERLING HWY ANCHOR POINT, AK 99556",(907) 235-8360,(888) 243-6676,pilebay1@hotmail.com,,"PO BOX 1029 ANCHOR POINT, AK 99556",RAYMOND WILLIAMS,4,,,4,Not a,Not 100% compliant
125430,"HINER TRANSPORT, LLC",NONE,,,,,MC124344,,,,,1350 S. JEFFERSON STREET HUNTINGTON IN 46750,(219) 356-8218,(260) 359-4420,,,PO BOX 621 HUNTINGTON IN 46750,,,,,,Not a,Not 100% compliant
125521,"C. P. T. FREIGHT, INC.",NONE,,,,,MC1042,,,,,2600 CALUMET AVE HAMMOND IN 46320,,,,,,,,,,,Not a,Not 100% compliant
125524,"BURSAL TRANSPORT, INC.",NONE,,,,,MC128247,,,,,3839 SOUTH LAFOUNTAIN KOKOMO IN 46901,,,,,,,,,,,Not a,Not 100% compliant
125649,MERCHANTS CHARTER SERVICE,NONE,,,,,MC128545,,,,,217 FOURTH ST. BEMIDJI MN 56601,(218) 751-5311,,,,,,,,,,Not a,Not 100% compliant
125665,BERGER TRANSFER & STORAGE INC,AUTHORIZED,,Carrier Broker,Interstate,Authorized For Hire,MC35358,8817652,,10/16/2018,"8,768,285 (2017)","2950 LONG LAKE ROAD ST PAUL, MN 55113",(651) 634-3428,(651) 634-3402,johnv@bergerallied.com,,"2950 LONG LAKE ROAD ST PAUL, MN 55113",JOHN E VAN EPS JON MCINTYRE,240,,,240,Not a,Not 100% compliant
125707,THE HALLEN CONSTRUCTION CO INC,ACTIVE,,Carrier,Intrastate Hazmat,Private Property,,8915944,,10/23/2019,"2,890,330 (2018)","11 COMMERCIAL STREET PLAINVIEW, NY 11803",(516) 432-8300,(516) 432-8406,shall@hallen.com,,"P O BOX 664 PLAINVIEW, NY 11803",SHEPARD T POOLE JAMES P SMALL JR,74,,,65,Not a,Not 100% compliant
126158,GEMINI COATINGS INC,ACTIVE,,Shipper,,,,,,,,"2300 SW HOLLOWAY DR EL RENO, OK 73036-5773",(405) 262-5710,(405) 345-2008,jasonm@gemini-coatings.com,,"P O BOX 699 EL RENO, OK 73036-0699",DAVID WARREN,,,,,Not a,Not 100% compliant
126865,NORTH CENTRAL SUPPLY INC,NOT AUTHORIZED,,Carrier,Interstate,Authorized For Hire Private Property,MC158116,24363558,,04/14/2020,"30,000 (2017)","818 EAST ST ANDREW STREET RAPID CITY, SD 57701",(605) 343-5486,(605) 355-8830,wanda@northcentralsupply.com,,"P O BOX 380 RAPID CITY, SD 57709-0380",CHAD JOHNSTON,3,,,3,Not a,Not 100% compliant
126941,ONTARIO POTATO DIST ALLISTON INC 1991,AUTHORIZED FOR PROPERTY,OPDI LOGISTICS,Carrier,Interstate,Authorized For Hire,MC299742,,,02/26/2019,"2,191,761 (2018)","6735 12TH LINE ALLISTON, ON L9R 1W1",(800) 494-6025,(705) 435-1987,opdi@opdi.ca,,"PO BOX 871 ALLISTON, ON L9R 1W1",DANNY CAPPUCCITTI MOHAMMAD SAEED,22,,,31,Not a,Not 100% compliant
126972,ROBERT L. HAVLICEK,NONE,,,,,MC139598,,,,,R. R. # 1 MONONA IA 52159,,,,,,,,,,,Not a,Not 100% compliant
127757,HOWARD H. HERIAN,NONE,TRIPLE H,,,,MC352449,,,,,"HC 68, BOX 9 LAKESIDE NE 69351",(308) 762-6721,,,,,,,,,,Not a,Not 100% compliant
