USDOT,Company Name,Operating status,DBA,Entity type,Operations,Classification,Docket #,DUNS #,SCAC,MCS-150 form date,MCS-150 Mileage/Year,Business address,Phone,Fax,Email,Web,Mailing address,Representative,Power units,Autonomous units,Electric units,Drivers,SmartWay,CARB TRU
1953,"AMERICAN TRANSPORT, INC.",NONE,,,,,MC135007 MC135078,,,,,4423 SOUTH 67TH STREET OMAHA NE 68117,,,,,,,,,,,Not a,Not 100% compliant
1954,"HANCOCK VAN LINES, INC.",NONE,,,,,MC128741,,,,,3610 STONE ST. COLORADO SPRINGS CO 80907,(303) 596-8050,,,,,,,,,,Not a,Not 100% compliant
1957,"ALTRUK FREIGHT SYSTEMS, INC.",NONE,,,,,MC116544,,,,,3901 JONESBORO ROAD FOREST PARK GA 30050,(404) 366-2010,,,,P. O. BOX 10370 PHOENIX GA 85064,,,,,,Not a,Not 100% compliant
1964,"BEAR CLAW INDUSTRIES, INC.",NONE,,,,,MC146824,,,,,201 RIO TRAIL AMARILLO TX 79108,,,,,,,,,,,Not a,Not 100% compliant
1971,"A B C TRANSIT CO., INC.",NONE,,,,,MC139876,,,,,7860 F STREET OMAHA NE 68127,,,,,,,,,,,Not a,Not 100% compliant
1972,DOUGLAS L TURNER,NONE,,,,,MC51844,,,,,NOT KNOWN ELLIOTT IA 51532,,,,,,,,,,,Not a,Not 100% compliant
1995,"DENVER-ALBUQUERQUE MOTOR TRANSPORT, INC.",NONE,,,,,MC107839,,,,,2121 E 67TH AVE DENVER CO 80216,,,,,,,,,,,Not a,Not 100% compliant
2012,BALLANTYNE TRUCKING COMPANY,NONE,,,,,MC129266,,,,,"3030 EAST 4TH ST., PUEBLO CO 81001",,,,,39540 HWY 50 EAST PUEBLO CO 81006,,,,,,Not a,Not 100% compliant
2016,"BACA COUNTY EXPRESS, INC.",NONE,,,,,MC141080,,,,,P.O. BOX 793 WALSH CO 81090,,,,,,,,,,,Not a,Not 100% compliant
2031,"ARCHER FREIGHT LINES,INC.",NONE,,,,,MC133477,,,,,5400 COLORADO BOULEVARD JULESBURG CO 80737,,,,,,,,,,,Not a,Not 100% compliant
2045,ADAMS AMD MULBERRY CORPORATION,NONE,,,,,MC123721,,,,,P.O. BOX 1032 MUNCIE IN 47305,,,,,,,,,,,Not a,Not 100% compliant
2048,"BIO-MED-HU, INC.",NONE,,,,,MC125844,,,,,"1901 OUTER LOOP, P. O. BOX 19196 LOUISVILLE KY 40219",(502) 964-8401,,,,,,,,,,Not a,Not 100% compliant
2049,"NATIONWIDE TRANSPORTATION SERVICES, INC.",NONE,,,,,MC97394,,,,,P O BOX 123 CLARKSVILLE TN 37041,(615) 648-0292,,,,,,,,,,Not a,Not 100% compliant
2050,"BOWLING GREEN-HOPKINSVILLE BUS CO., INC.",NONE,,,,,MC9675,,,,,181 E. FOURTH ST. RUSSELLVILLE KY 42276,,,,,,,,,,,Not a,Not 100% compliant
2051,"BROOKS BUS LINE, INC.",NONE,,,,,MC94818,,,,,421 WASHINGTON ST PADUCAH KY 42001,(502) 443-7383,,,,,,,,,,Not a,Not 100% compliant
2053,"CLARK'S TRUCKING & EXCAVATING, INC.",NONE,,,,,MC114107,,,,,14201 BOHANNON LANE LOUISVILLE KY 40272,(502) 937-3259,,,,,,,,,,Not a,Not 100% compliant
2054,"CENTRAL MOTOR EXPRESS, INC.",NONE,,,,,MC38320,,,,,INDUSTRIAL DRIVE CAMPBELLSVILLE KY 42718,(502) 789-2990,,,,,,,,,,Not a,Not 100% compliant
2055,"A & W SERVICE, INC.",NONE,CHANDLEY CARTAGE CO,,,,MC1035,,,,,125 MCKINLEY STREET HENDERSON KY 42420,,,,,,,,,,,Not a,Not 100% compliant
2056,"CRUTCHER TRANSFER LINE, INC.",NONE,,,,,MC38227,,,,,600 MARRET AVE LOUISVILLE KY 40208,,,,,,,,,,,Not a,Not 100% compliant
2057,"DAVIS TRANSPORT, INC.",NONE,,,,,MC111397,,,,,1345 SOUTH 4TH STREET PADUCAH KY 42002-1139,(270) 554-9940,,,,P.O. BOX 1139 PADUCAH KY 42002,,,,,,Not a,Not 100% compliant
2059,"DISTILLERY TRANSFER SERVICE, INC.",NONE,,,,,MC67996,,,,,P. O. BOX 848 BARDSTOWN KY 40004,(502) 348-5966,,,,,,,,,,Not a,Not 100% compliant
2072,GILLUM TRANSFER & STORAGE INC.,NONE,,,,,MC113201,,,,,311 W. BROADWAY MAYFIELD KY 42066,(502) 247-1833,,,,"502 SO. 16TH ST.,BOX 647 MAYFIELD KY 42066",,,,,,Not a,Not 100% compliant
2074,"CITY TRANSFER COMPANY, INC.",NONE,,,,,MC143204,,,,,1634 WEST FIRST STREET OWENSBORO KY 42301,(502) 684-9876,,,,,,,,,,Not a,Not 100% compliant
2078,"G & H TRUCK LINE, INC.",NONE,,,,,MC110483,,,,,3930 BLAKE STREET DENVER CO 80205,,,,,,,,,,,Not a,Not 100% compliant
2079,G. I. EXPRESS COMPANY,NONE,G. I. MOVING & STORAGE CO.,,,,MC125923,,,,,1140 WEST 5TH AVENUE DENVER CO 80204,,,,,,,,,,,Not a,Not 100% compliant
2085,"FRALEY & COMPANY, INC",NONE,,,,,MC871917,,,,,6723 HIGHWAY 160-491 CORTEZ CO 81321,(970) 565-8538,(970) 565-8743,,,P.O. DRAWER W CORTEZ CO 81321,,,,,,Not a,Not 100% compliant
2101,"MOUNTAIN MOTORWAY, INC.",NONE,,,,,MC127575,,,,,4902 SMITH ROAD DENVER CO 80216,,,,,,,,,,,Not a,Not 100% compliant
2102,"GILPIN COUNTY FREIGHT SERVICE, INC.",NONE,,,,,MC128623,,,,,4902 SMITH ROAD DENVER CO 80216,,,,,,,,,,,Not a,Not 100% compliant
2104,GLOBE TRANSPORTATION COMPANY,NONE,,,,,MC114385,,,,,2065 DELGANY STREET DENVER CO 80202,,,,,,,,,,,Not a,Not 100% compliant
2106,GOLDEN INDUSTRIAL SERVICE INC,NONE,,,,,MC136456,,,,,"COORS BREWERY GROUNDS, P O BOX 713 GOLDEN CO 80401",,,,,,,,,,,Not a,Not 100% compliant
2125,"HAMILTON FARMS TRANSPORTATION, INC.",NONE,,,,,MC174134,,,,,6707 W.C.R. #19 FORT LUPTON CO 80621,(303) 654-0761,,,,,,,,,,Not a,Not 100% compliant
2155,"GLENN CO. PRODUCE DISTRIBUTORS, INC.",NONE,,,,,MC187837,,,,,P. O. BOX 11370 PUEBLO CO 81001,,,,,,,,,,,Not a,Not 100% compliant
2156,FRANK R. GIVIGLIANO,NONE,GIVIGLIANO TRANSPORT,,,,MC133316,,,,,1513 SAN PEDRO TRINIDAD CO 81082,,,,,,,,,,,Not a,Not 100% compliant
2171,THE HALL GRAIN COMPANY,NONE,,,,,MC259181,,,,,101 WEST RAILROAD AVENUE AKRON CO 80720,(303) 345-2206,,,,,,,,,,Not a,Not 100% compliant
2178,BONANZA TRUCKING CO,NONE,,,,,MC123594,,,,,4250 ONEIDA ST. DENVER CO 80216,,,,,,,,,,,Not a,Not 100% compliant
2181,"OVERLAND MOTOR EXPRESS, INC.",NONE,"BOULDER-DENVER TRUCK LINE, INC.",,,,MC115232,,,,,2560 49TH STREET BOULDER CO 80301,(303) 295-0650,,,,,,,,,,Not a,Not 100% compliant
2197,"BOB'S AUTO SERVICE, INC.",NONE,,,,,MC167766 MC169876,,,,,500 W. YALE ENGLEWOOD CO 80110,(303) 789-2593,,,,,,,,,,Not a,Not 100% compliant
2209,"CHAPPELL FREIGHT LINES, INC.",NONE,,,,,MC134877,,,,,4683 EVERETT COURT WHEAT RIDGE CO 80033,,,,,,,,,,,Not a,Not 100% compliant
2213,"BUSBY, INC.",NONE,,,,,MC235648,,,,,18681 RD. 50 BURLINGTON CO 80807,(719) 346-5386,,,,,,,,,,Not a,Not 100% compliant
2220,TONY L. BRACH,NONE,,,,,MC221513,,,,,1426 13 3/10 ROAD LOMA CO 81524,(303) 858-7508,,,,,,,,,,Not a,Not 100% compliant
2223,"BURGER'S EXPRESS, INC.",NONE,"BOULDER VALLEY TRANSFER, INC.",,,,MC135245,,,,,5541 CENTRAL BOULDER CO 80302,,,,,,,,,,,Not a,Not 100% compliant
2248,"W.J. DIGBY, INC.",NONE,,,,,MC115826,,,,,6015 EAST 58TH AVE COMMERCE CITY CO 80022,,,,,,,,,,,Not a,Not 100% compliant
2256,"FLATLANDS EXPRESS, INC.",NONE,,,,,MC127602,,,,,P.O. BOX 37003 OMAHA NE 68137,,,,,P.O. BOX 1774 LITCHFIELD AZ 85340,,,,,,Not a,Not 100% compliant
2260,"DENVER-COLO SPRINGS-PUEBLO MOTOR WAY, INC.",NONE,,,,,MC12105 MC28462,,,,,1055 19TH STREET DENVER CO 80202,,,,,,,,,,,Not a,Not 100% compliant
2261,"DENVER-CLIMAX TRUCK LINE, INC.",NONE,,,,,MC116722,,,,,2037 W. 14TH AVENUE DENVER CO 80204,,,,,4101 BRIGHTON BLVD. DENVER CO 80216,,,,,,Not a,Not 100% compliant
2281,"DALBY TRANSFER & STORAGE, INC.",NONE,,,,,MC115860,,,,,2755 DELTA PLACE COLORADO SPRINGS CO 80910,,,,,,,,,,,Not a,Not 100% compliant
2282,"WESTERN STATES SHIPPERS, INC.",NONE,,,,,MC157177,,,,,7301 NORTH FEDERAL BLVD. WESTMINISTER CO 80030,,,,,,,,,,,Not a,Not 100% compliant
2316,"ETTER, INC.",NONE,,,,,MC325465,,,,,OLD HIGHWAY 34 EAST CHARITON IA 50049,(515) 774-4480,,,,P.O. BOX 742 CHARITON IA 50049,,,,,,Not a,Not 100% compliant
2317,"EMCO ENTERPRISES, INC.",NONE,,,,,MC320327,,,,,777 - 3 RD STREET DES MOINES IA 50309,(515) 264-4295,,,,P.O. BOX 853 DES MOINES IA 50309,,,,,,Not a,Not 100% compliant
2325,"LANGEMEIER, INC.",NONE,,,,,MC89633,,,,,819 PEARL ST. WAYNE NE 68787,,,,,,,,,,,Not a,Not 100% compliant
2326,ROBERT LAMOREE,NONE,LAMOREE TRANSFER,,,,MC204743,,,,,18 WALL ST STROMSBURG NE 68666,(402) 764-2851,,,,,,,,,,Not a,Not 100% compliant
2329,"LACKAS, KEITH",NONE,,,,,MC49792,,,,,P O BOX 26 MAGNET NE 68749,,,,,,,,,,,Not a,Not 100% compliant
2339,BERNARD KREMER,NONE,KREMER IMPLEMENT,,,,MC195996,,,,,"ROUTE 2, BOX 25 MILFORD NE 68405",(402) 761-2400,,,,,,,,,,Not a,Not 100% compliant
2341,"WILBUR KOLLATH, INC.",NONE,,,,,MC202769,,,,,NEBRASKA HIGHWAY 15 PILGER NE 68768,(402) 396-3444,,,,,,,,,,Not a,Not 100% compliant
2342,"SKYHAWK TRANSFER, INC.",NONE,ALBIN L. JAKUB,,,,MC96919,,,,,406 E 18TH STREET SCHUYLER NE 68861,(402) 352-3403,,,,,,,,,,Not a,Not 100% compliant
2377,"HEISS, RICHARD H.",NONE,,,,,MC109646,,,,,NOT KNOWN PAGE NE 68766,,,,,,,,,,,Not a,Not 100% compliant
2393,"HANSON TRANSFER, INC.",NONE,,,,,MC134330,,,,,P.O. BOX 319- RR#5 FREMONT NE 68025,(402) 721-0407,,,,,,,,,,Not a,Not 100% compliant
2398,HALL & WILSON TRANSFER CO.,NONE,,,,,MC18475,,,,,620 EAST FACTORY FREMONT NE 68025,,,,,,,,,,,Not a,Not 100% compliant
2405,"A. C. ENTERPRISES, INC.",NONE,,,,,MC129340,,,,,W. VA. 31 AT AIRPORT ROAD WILLIAMSTOWN WV 26187,,,,,PO BOX 637 SHARPES FL 32959,,,,,,Not a,Not 100% compliant
2406,"ADKINS TRANSFER, INC.",NONE,,,,,MC90369,,,,,106 CENTURY PARK CIRCLE WEST TALLAHASSEE FL 32304,(904) 576-2102,,,,,,,,,,Not a,Not 100% compliant
2410,"BONHAM'S SPECIAL DELIVERY, INC.",NONE,BONHAM'S SPECIAL DELIVERY,,,,MC126373,,,,,P.O. BOX 6584 CHARLESTON WV 25302,,,,,,,,,,,Not a,Not 100% compliant
2411,"BROWNIE'S SERVICE, INC.",NONE,,,,,MC104678,,,,,810 NORTH EISENHOWER DRIVE BECKLEY WV 25801,(304) 253-7397,,,,,,,,,,Not a,Not 100% compliant
